name|label|concept
B17022_032|estimate, total, 1.30 to 1.49, other family, male householder, no wife present, with related children of the householder under 18 years, under 5 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_033|estimate, total, 1.30 to 1.49, other family, male householder, no wife present, with related children of the householder under 18 years, under 5 years and 5 to 17 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_034|estimate, total, 1.30 to 1.49, other family, male householder, no wife present, with related children of the householder under 18 years, 5 to 17 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_035|estimate, total, 1.30 to 1.49, other family, male householder, no wife present, no related children of the householder under 18 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_036|estimate, total, 1.30 to 1.49, other family, female householder, no husband present|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_037|estimate, total, 1.30 to 1.49, other family, female householder, no husband present, with related children of the householder under 18 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_038|estimate, total, 1.30 to 1.49, other family, female householder, no husband present, with related children of the householder under 18 years, under 5 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_039|estimate, total, 1.30 to 1.49, other family, female householder, no husband present, with related children of the householder under 18 years, under 5 years and 5 to 17 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_040|estimate, total, 1.30 to 1.49, other family, female householder, no husband present, with related children of the householder under 18 years, 5 to 17 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_041|estimate, total, 1.30 to 1.49, other family, female householder, no husband present, no related children of the householder under 18 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_042|estimate, total, 1.50 to 1.84|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_043|estimate, total, 1.50 to 1.84, married-couple family|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_044|estimate, total, 1.50 to 1.84, married-couple family, with related children of the householder under 18 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_045|estimate, total, 1.50 to 1.84, married-couple family, with related children of the householder under 18 years, under 5 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_046|estimate, total, 1.50 to 1.84, married-couple family, with related children of the householder under 18 years, under 5 years and 5 to 17 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_047|estimate, total, 1.50 to 1.84, married-couple family, with related children of the householder under 18 years, 5 to 17 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_048|estimate, total, 1.50 to 1.84, married-couple family, no related children of the householder under 18 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_049|estimate, total, 1.50 to 1.84, other family|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_050|estimate, total, 1.50 to 1.84, other family, male householder, no wife present|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_051|estimate, total, 1.50 to 1.84, other family, male householder, no wife present, with related children of the householder under 18 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_052|estimate, total, 1.50 to 1.84, other family, male householder, no wife present, with related children of the householder under 18 years, under 5 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_053|estimate, total, 1.50 to 1.84, other family, male householder, no wife present, with related children of the householder under 18 years, under 5 years and 5 to 17 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_054|estimate, total, 1.50 to 1.84, other family, male householder, no wife present, with related children of the householder under 18 years, 5 to 17 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_055|estimate, total, 1.50 to 1.84, other family, male householder, no wife present, no related children of the householder under 18 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_056|estimate, total, 1.50 to 1.84, other family, female householder, no husband present|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_057|estimate, total, 1.50 to 1.84, other family, female householder, no husband present, with related children of the householder under 18 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_058|estimate, total, 1.50 to 1.84, other family, female householder, no husband present, with related children of the householder under 18 years, under 5 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_059|estimate, total, 1.50 to 1.84, other family, female householder, no husband present, with related children of the householder under 18 years, under 5 years and 5 to 17 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_060|estimate, total, 1.50 to 1.84, other family, female householder, no husband present, with related children of the householder under 18 years, 5 to 17 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_061|estimate, total, 1.50 to 1.84, other family, female householder, no husband present, no related children of the householder under 18 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_062|estimate, total, 1.85 and above|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_063|estimate, total, 1.85 and above, married-couple family|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_064|estimate, total, 1.85 and above, married-couple family, with related children of the householder under 18 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_065|estimate, total, 1.85 and above, married-couple family, with related children of the householder under 18 years, under 5 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_066|estimate, total, 1.85 and above, married-couple family, with related children of the householder under 18 years, under 5 years and 5 to 17 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_067|estimate, total, 1.85 and above, married-couple family, with related children of the householder under 18 years, 5 to 17 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_068|estimate, total, 1.85 and above, married-couple family, no related children of the householder under 18 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_069|estimate, total, 1.85 and above, other family|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_070|estimate, total, 1.85 and above, other family, male householder, no wife present|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_071|estimate, total, 1.85 and above, other family, male householder, no wife present, with related children of the householder under 18 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_072|estimate, total, 1.85 and above, other family, male householder, no wife present, with related children of the householder under 18 years, under 5 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_073|estimate, total, 1.85 and above, other family, male householder, no wife present, with related children of the householder under 18 years, under 5 years and 5 to 17 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_074|estimate, total, 1.85 and above, other family, male householder, no wife present, with related children of the householder under 18 years, 5 to 17 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_075|estimate, total, 1.85 and above, other family, male householder, no wife present, no related children of the householder under 18 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_076|estimate, total, 1.85 and above, other family, female householder, no husband present|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_077|estimate, total, 1.85 and above, other family, female householder, no husband present, with related children of the householder under 18 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_078|estimate, total, 1.85 and above, other family, female householder, no husband present, with related children of the householder under 18 years, under 5 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_079|estimate, total, 1.85 and above, other family, female householder, no husband present, with related children of the householder under 18 years, under 5 years and 5 to 17 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_080|estimate, total, 1.85 and above, other family, female householder, no husband present, with related children of the householder under 18 years, 5 to 17 years only|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17022_081|estimate, total, 1.85 and above, other family, female householder, no husband present, no related children of the householder under 18 years|ratio of income to poverty level in the past 12 months of families by family type by presence of related children under 18 years by age of related children
B17023_001|estimate, total|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_002|estimate, total, income in the past 12 months below poverty level|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_003|estimate, total, income in the past 12 months below poverty level, married-couple family|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_004|estimate, total, income in the past 12 months below poverty level, married-couple family, no own child of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_005|estimate, total, income in the past 12 months below poverty level, married-couple family, 1 or 2 own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_006|estimate, total, income in the past 12 months below poverty level, married-couple family, 3 or 4 own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_007|estimate, total, income in the past 12 months below poverty level, married-couple family, 5 or more own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_008|estimate, total, income in the past 12 months below poverty level, other families|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_009|estimate, total, income in the past 12 months below poverty level, other families, male householder, no wife present|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_010|estimate, total, income in the past 12 months below poverty level, other families, male householder, no wife present, no own child of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_011|estimate, total, income in the past 12 months below poverty level, other families, male householder, no wife present, 1 or 2 own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_012|estimate, total, income in the past 12 months below poverty level, other families, male householder, no wife present, 3 or 4 own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_013|estimate, total, income in the past 12 months below poverty level, other families, male householder, no wife present, 5 or more own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_014|estimate, total, income in the past 12 months below poverty level, other families, female householder, no husband present|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_015|estimate, total, income in the past 12 months below poverty level, other families, female householder, no husband present, no own child of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_016|estimate, total, income in the past 12 months below poverty level, other families, female householder, no husband present, 1 or 2 own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_017|estimate, total, income in the past 12 months below poverty level, other families, female householder, no husband present, 3 or 4 own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_018|estimate, total, income in the past 12 months below poverty level, other families, female householder, no husband present, 5 or more own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_019|estimate, total, income in the past 12 months at or above poverty level|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_020|estimate, total, income in the past 12 months at or above poverty level, married-couple family|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_021|estimate, total, income in the past 12 months at or above poverty level, married-couple family, no own child of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_022|estimate, total, income in the past 12 months at or above poverty level, married-couple family, 1 or 2 own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_023|estimate, total, income in the past 12 months at or above poverty level, married-couple family, 3 or 4 own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_024|estimate, total, income in the past 12 months at or above poverty level, married-couple family, 5 or more own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_025|estimate, total, income in the past 12 months at or above poverty level, other families|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_026|estimate, total, income in the past 12 months at or above poverty level, other families, male householder, no wife present|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_027|estimate, total, income in the past 12 months at or above poverty level, other families, male householder, no wife present, no own child of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_028|estimate, total, income in the past 12 months at or above poverty level, other families, male householder, no wife present, 1 or 2 own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_029|estimate, total, income in the past 12 months at or above poverty level, other families, male householder, no wife present, 3 or 4 own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_030|estimate, total, income in the past 12 months at or above poverty level, other families, male householder, no wife present, 5 or more own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_031|estimate, total, income in the past 12 months at or above poverty level, other families, female householder, no husband present|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_032|estimate, total, income in the past 12 months at or above poverty level, other families, female householder, no husband present, no own child of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_033|estimate, total, income in the past 12 months at or above poverty level, other families, female householder, no husband present, 1 or 2 own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_034|estimate, total, income in the past 12 months at or above poverty level, other families, female householder, no husband present, 3 or 4 own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17023_035|estimate, total, income in the past 12 months at or above poverty level, other families, female householder, no husband present, 5 or more own children of the householder|poverty status in the past 12 months of families by household type by number of own children under 18 years
B17024_001|estimate, total|age by ratio of income to poverty level in the past 12 months
B17024_002|estimate, total, under 6 years|age by ratio of income to poverty level in the past 12 months
B17024_003|estimate, total, under 6 years, under .50|age by ratio of income to poverty level in the past 12 months
B17024_004|estimate, total, under 6 years, .50 to .74|age by ratio of income to poverty level in the past 12 months
B17024_005|estimate, total, under 6 years, .75 to .99|age by ratio of income to poverty level in the past 12 months
B17024_006|estimate, total, under 6 years, 1.00 to 1.24|age by ratio of income to poverty level in the past 12 months
B17024_007|estimate, total, under 6 years, 1.25 to 1.49|age by ratio of income to poverty level in the past 12 months
B17024_008|estimate, total, under 6 years, 1.50 to 1.74|age by ratio of income to poverty level in the past 12 months
B17024_009|estimate, total, under 6 years, 1.75 to 1.84|age by ratio of income to poverty level in the past 12 months
B17024_010|estimate, total, under 6 years, 1.85 to 1.99|age by ratio of income to poverty level in the past 12 months
B17024_011|estimate, total, under 6 years, 2.00 to 2.99|age by ratio of income to poverty level in the past 12 months
B17024_012|estimate, total, under 6 years, 3.00 to 3.99|age by ratio of income to poverty level in the past 12 months
B17024_013|estimate, total, under 6 years, 4.00 to 4.99|age by ratio of income to poverty level in the past 12 months
B17024_014|estimate, total, under 6 years, 5.00 and over|age by ratio of income to poverty level in the past 12 months
B17024_015|estimate, total, 6 to 11 years|age by ratio of income to poverty level in the past 12 months
B17024_016|estimate, total, 6 to 11 years, under .50|age by ratio of income to poverty level in the past 12 months
B17024_017|estimate, total, 6 to 11 years, .50 to .74|age by ratio of income to poverty level in the past 12 months
B17024_018|estimate, total, 6 to 11 years, .75 to .99|age by ratio of income to poverty level in the past 12 months
B17024_019|estimate, total, 6 to 11 years, 1.00 to 1.24|age by ratio of income to poverty level in the past 12 months
B17024_020|estimate, total, 6 to 11 years, 1.25 to 1.49|age by ratio of income to poverty level in the past 12 months
B17024_021|estimate, total, 6 to 11 years, 1.50 to 1.74|age by ratio of income to poverty level in the past 12 months
B17024_022|estimate, total, 6 to 11 years, 1.75 to 1.84|age by ratio of income to poverty level in the past 12 months
B17024_023|estimate, total, 6 to 11 years, 1.85 to 1.99|age by ratio of income to poverty level in the past 12 months
B17024_024|estimate, total, 6 to 11 years, 2.00 to 2.99|age by ratio of income to poverty level in the past 12 months
B17024_025|estimate, total, 6 to 11 years, 3.00 to 3.99|age by ratio of income to poverty level in the past 12 months
B17024_026|estimate, total, 6 to 11 years, 4.00 to 4.99|age by ratio of income to poverty level in the past 12 months
B17024_027|estimate, total, 6 to 11 years, 5.00 and over|age by ratio of income to poverty level in the past 12 months
B17024_028|estimate, total, 12 to 17 years|age by ratio of income to poverty level in the past 12 months
B17024_029|estimate, total, 12 to 17 years, under .50|age by ratio of income to poverty level in the past 12 months
B17024_030|estimate, total, 12 to 17 years, .50 to .74|age by ratio of income to poverty level in the past 12 months
B17024_031|estimate, total, 12 to 17 years, .75 to .99|age by ratio of income to poverty level in the past 12 months
B17024_032|estimate, total, 12 to 17 years, 1.00 to 1.24|age by ratio of income to poverty level in the past 12 months
B17024_033|estimate, total, 12 to 17 years, 1.25 to 1.49|age by ratio of income to poverty level in the past 12 months
B17024_034|estimate, total, 12 to 17 years, 1.50 to 1.74|age by ratio of income to poverty level in the past 12 months
B17024_035|estimate, total, 12 to 17 years, 1.75 to 1.84|age by ratio of income to poverty level in the past 12 months
B17024_036|estimate, total, 12 to 17 years, 1.85 to 1.99|age by ratio of income to poverty level in the past 12 months
B17024_037|estimate, total, 12 to 17 years, 2.00 to 2.99|age by ratio of income to poverty level in the past 12 months
B17024_038|estimate, total, 12 to 17 years, 3.00 to 3.99|age by ratio of income to poverty level in the past 12 months
B17024_039|estimate, total, 12 to 17 years, 4.00 to 4.99|age by ratio of income to poverty level in the past 12 months
B17024_040|estimate, total, 12 to 17 years, 5.00 and over|age by ratio of income to poverty level in the past 12 months
B17024_041|estimate, total, 18 to 24 years|age by ratio of income to poverty level in the past 12 months
B17024_042|estimate, total, 18 to 24 years, under .50|age by ratio of income to poverty level in the past 12 months
B17024_043|estimate, total, 18 to 24 years, .50 to .74|age by ratio of income to poverty level in the past 12 months
B17024_044|estimate, total, 18 to 24 years, .75 to .99|age by ratio of income to poverty level in the past 12 months
B17024_045|estimate, total, 18 to 24 years, 1.00 to 1.24|age by ratio of income to poverty level in the past 12 months
B17024_046|estimate, total, 18 to 24 years, 1.25 to 1.49|age by ratio of income to poverty level in the past 12 months
B17024_047|estimate, total, 18 to 24 years, 1.50 to 1.74|age by ratio of income to poverty level in the past 12 months
B17024_048|estimate, total, 18 to 24 years, 1.75 to 1.84|age by ratio of income to poverty level in the past 12 months
B17024_049|estimate, total, 18 to 24 years, 1.85 to 1.99|age by ratio of income to poverty level in the past 12 months
B17024_050|estimate, total, 18 to 24 years, 2.00 to 2.99|age by ratio of income to poverty level in the past 12 months
B17024_051|estimate, total, 18 to 24 years, 3.00 to 3.99|age by ratio of income to poverty level in the past 12 months
B17024_052|estimate, total, 18 to 24 years, 4.00 to 4.99|age by ratio of income to poverty level in the past 12 months
B17024_053|estimate, total, 18 to 24 years, 5.00 and over|age by ratio of income to poverty level in the past 12 months
B17024_054|estimate, total, 25 to 34 years|age by ratio of income to poverty level in the past 12 months
B17024_055|estimate, total, 25 to 34 years, under .50|age by ratio of income to poverty level in the past 12 months
B17024_056|estimate, total, 25 to 34 years, .50 to .74|age by ratio of income to poverty level in the past 12 months
B17024_057|estimate, total, 25 to 34 years, .75 to .99|age by ratio of income to poverty level in the past 12 months
B17024_058|estimate, total, 25 to 34 years, 1.00 to 1.24|age by ratio of income to poverty level in the past 12 months
B17024_059|estimate, total, 25 to 34 years, 1.25 to 1.49|age by ratio of income to poverty level in the past 12 months
B17024_060|estimate, total, 25 to 34 years, 1.50 to 1.74|age by ratio of income to poverty level in the past 12 months
B17024_061|estimate, total, 25 to 34 years, 1.75 to 1.84|age by ratio of income to poverty level in the past 12 months
B17024_062|estimate, total, 25 to 34 years, 1.85 to 1.99|age by ratio of income to poverty level in the past 12 months
B17024_063|estimate, total, 25 to 34 years, 2.00 to 2.99|age by ratio of income to poverty level in the past 12 months
B17024_064|estimate, total, 25 to 34 years, 3.00 to 3.99|age by ratio of income to poverty level in the past 12 months
B17024_065|estimate, total, 25 to 34 years, 4.00 to 4.99|age by ratio of income to poverty level in the past 12 months
B17024_066|estimate, total, 25 to 34 years, 5.00 and over|age by ratio of income to poverty level in the past 12 months
B17024_067|estimate, total, 35 to 44 years|age by ratio of income to poverty level in the past 12 months
B17024_068|estimate, total, 35 to 44 years, under .50|age by ratio of income to poverty level in the past 12 months
B17024_069|estimate, total, 35 to 44 years, .50 to .74|age by ratio of income to poverty level in the past 12 months
B17024_070|estimate, total, 35 to 44 years, .75 to .99|age by ratio of income to poverty level in the past 12 months
B17024_071|estimate, total, 35 to 44 years, 1.00 to 1.24|age by ratio of income to poverty level in the past 12 months
B17024_072|estimate, total, 35 to 44 years, 1.25 to 1.49|age by ratio of income to poverty level in the past 12 months
B17024_073|estimate, total, 35 to 44 years, 1.50 to 1.74|age by ratio of income to poverty level in the past 12 months
B17024_074|estimate, total, 35 to 44 years, 1.75 to 1.84|age by ratio of income to poverty level in the past 12 months
B17024_075|estimate, total, 35 to 44 years, 1.85 to 1.99|age by ratio of income to poverty level in the past 12 months
B17024_076|estimate, total, 35 to 44 years, 2.00 to 2.99|age by ratio of income to poverty level in the past 12 months
B17024_077|estimate, total, 35 to 44 years, 3.00 to 3.99|age by ratio of income to poverty level in the past 12 months
B17024_078|estimate, total, 35 to 44 years, 4.00 to 4.99|age by ratio of income to poverty level in the past 12 months
B17024_079|estimate, total, 35 to 44 years, 5.00 and over|age by ratio of income to poverty level in the past 12 months
B17024_080|estimate, total, 45 to 54 years|age by ratio of income to poverty level in the past 12 months
B17024_081|estimate, total, 45 to 54 years, under .50|age by ratio of income to poverty level in the past 12 months
B17024_082|estimate, total, 45 to 54 years, .50 to .74|age by ratio of income to poverty level in the past 12 months
B17024_083|estimate, total, 45 to 54 years, .75 to .99|age by ratio of income to poverty level in the past 12 months
B17024_084|estimate, total, 45 to 54 years, 1.00 to 1.24|age by ratio of income to poverty level in the past 12 months
B17024_085|estimate, total, 45 to 54 years, 1.25 to 1.49|age by ratio of income to poverty level in the past 12 months
B17024_086|estimate, total, 45 to 54 years, 1.50 to 1.74|age by ratio of income to poverty level in the past 12 months
B17024_087|estimate, total, 45 to 54 years, 1.75 to 1.84|age by ratio of income to poverty level in the past 12 months
B17024_088|estimate, total, 45 to 54 years, 1.85 to 1.99|age by ratio of income to poverty level in the past 12 months
B17024_089|estimate, total, 45 to 54 years, 2.00 to 2.99|age by ratio of income to poverty level in the past 12 months
B17024_090|estimate, total, 45 to 54 years, 3.00 to 3.99|age by ratio of income to poverty level in the past 12 months
B17024_091|estimate, total, 45 to 54 years, 4.00 to 4.99|age by ratio of income to poverty level in the past 12 months
B17024_092|estimate, total, 45 to 54 years, 5.00 and over|age by ratio of income to poverty level in the past 12 months
B17024_093|estimate, total, 55 to 64 years|age by ratio of income to poverty level in the past 12 months
B17024_094|estimate, total, 55 to 64 years, under .50|age by ratio of income to poverty level in the past 12 months
B17024_095|estimate, total, 55 to 64 years, .50 to .74|age by ratio of income to poverty level in the past 12 months
B17024_096|estimate, total, 55 to 64 years, .75 to .99|age by ratio of income to poverty level in the past 12 months
B17024_097|estimate, total, 55 to 64 years, 1.00 to 1.24|age by ratio of income to poverty level in the past 12 months
B17024_098|estimate, total, 55 to 64 years, 1.25 to 1.49|age by ratio of income to poverty level in the past 12 months
B17024_099|estimate, total, 55 to 64 years, 1.50 to 1.74|age by ratio of income to poverty level in the past 12 months
B17024_100|estimate, total, 55 to 64 years, 1.75 to 1.84|age by ratio of income to poverty level in the past 12 months
B17024_101|estimate, total, 55 to 64 years, 1.85 to 1.99|age by ratio of income to poverty level in the past 12 months
B17024_102|estimate, total, 55 to 64 years, 2.00 to 2.99|age by ratio of income to poverty level in the past 12 months
B17024_103|estimate, total, 55 to 64 years, 3.00 to 3.99|age by ratio of income to poverty level in the past 12 months
B17024_104|estimate, total, 55 to 64 years, 4.00 to 4.99|age by ratio of income to poverty level in the past 12 months
B17024_105|estimate, total, 55 to 64 years, 5.00 and over|age by ratio of income to poverty level in the past 12 months
B17024_106|estimate, total, 65 to 74 years|age by ratio of income to poverty level in the past 12 months
B17024_107|estimate, total, 65 to 74 years, under .50|age by ratio of income to poverty level in the past 12 months
B17024_108|estimate, total, 65 to 74 years, .50 to .74|age by ratio of income to poverty level in the past 12 months
B17024_109|estimate, total, 65 to 74 years, .75 to .99|age by ratio of income to poverty level in the past 12 months
B17024_110|estimate, total, 65 to 74 years, 1.00 to 1.24|age by ratio of income to poverty level in the past 12 months
B17024_111|estimate, total, 65 to 74 years, 1.25 to 1.49|age by ratio of income to poverty level in the past 12 months
B17024_112|estimate, total, 65 to 74 years, 1.50 to 1.74|age by ratio of income to poverty level in the past 12 months
B17024_113|estimate, total, 65 to 74 years, 1.75 to 1.84|age by ratio of income to poverty level in the past 12 months
B17024_114|estimate, total, 65 to 74 years, 1.85 to 1.99|age by ratio of income to poverty level in the past 12 months
B17024_115|estimate, total, 65 to 74 years, 2.00 to 2.99|age by ratio of income to poverty level in the past 12 months
B17024_116|estimate, total, 65 to 74 years, 3.00 to 3.99|age by ratio of income to poverty level in the past 12 months
B17024_117|estimate, total, 65 to 74 years, 4.00 to 4.99|age by ratio of income to poverty level in the past 12 months
B17024_118|estimate, total, 65 to 74 years, 5.00 and over|age by ratio of income to poverty level in the past 12 months
B17024_119|estimate, total, 75 years and over|age by ratio of income to poverty level in the past 12 months
B17024_120|estimate, total, 75 years and over, under .50|age by ratio of income to poverty level in the past 12 months
B17024_121|estimate, total, 75 years and over, .50 to .74|age by ratio of income to poverty level in the past 12 months
B17024_122|estimate, total, 75 years and over, .75 to .99|age by ratio of income to poverty level in the past 12 months
B17024_123|estimate, total, 75 years and over, 1.00 to 1.24|age by ratio of income to poverty level in the past 12 months
B17024_124|estimate, total, 75 years and over, 1.25 to 1.49|age by ratio of income to poverty level in the past 12 months
B17024_125|estimate, total, 75 years and over, 1.50 to 1.74|age by ratio of income to poverty level in the past 12 months
B17024_126|estimate, total, 75 years and over, 1.75 to 1.84|age by ratio of income to poverty level in the past 12 months
B17024_127|estimate, total, 75 years and over, 1.85 to 1.99|age by ratio of income to poverty level in the past 12 months
B17024_128|estimate, total, 75 years and over, 2.00 to 2.99|age by ratio of income to poverty level in the past 12 months
B17024_129|estimate, total, 75 years and over, 3.00 to 3.99|age by ratio of income to poverty level in the past 12 months
B17024_130|estimate, total, 75 years and over, 4.00 to 4.99|age by ratio of income to poverty level in the past 12 months
B17024_131|estimate, total, 75 years and over, 5.00 and over|age by ratio of income to poverty level in the past 12 months
B17025_001|estimate, total|poverty status in the past 12 months by nativity
B17025_002|estimate, total, income in the past 12 months below poverty level|poverty status in the past 12 months by nativity
B17025_003|estimate, total, income in the past 12 months below poverty level, native|poverty status in the past 12 months by nativity
B17025_004|estimate, total, income in the past 12 months below poverty level, native, born in the united states|poverty status in the past 12 months by nativity
B17025_005|estimate, total, income in the past 12 months below poverty level, native, born outside the united states|poverty status in the past 12 months by nativity
B17025_006|estimate, total, income in the past 12 months below poverty level, foreign born|poverty status in the past 12 months by nativity
B17025_007|estimate, total, income in the past 12 months below poverty level, foreign born, naturalized citizen|poverty status in the past 12 months by nativity
B17025_008|estimate, total, income in the past 12 months below poverty level, foreign born, not a citizen|poverty status in the past 12 months by nativity
B17025_009|estimate, total, income in the past 12 months at or above poverty level|poverty status in the past 12 months by nativity
B17025_010|estimate, total, income in the past 12 months at or above poverty level, native|poverty status in the past 12 months by nativity
B17025_011|estimate, total, income in the past 12 months at or above poverty level, native, born in the united states|poverty status in the past 12 months by nativity
B17025_012|estimate, total, income in the past 12 months at or above poverty level, native, born outside the united states|poverty status in the past 12 months by nativity
B17025_013|estimate, total, income in the past 12 months at or above poverty level, foreign born|poverty status in the past 12 months by nativity
B17025_014|estimate, total, income in the past 12 months at or above poverty level, foreign born, naturalized citizen|poverty status in the past 12 months by nativity
B17025_015|estimate, total, income in the past 12 months at or above poverty level, foreign born, not a citizen|poverty status in the past 12 months by nativity
B17026_001|estimate, total|ratio of income to poverty level of families in the past 12 months
B17026_002|estimate, total, under .50|ratio of income to poverty level of families in the past 12 months
